STATUS | wrapper  | 2014/12/11 11:09:40 | Launching a JVM...
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[6] : -Dwrapper.disable_console_input=TRUE
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[7] : -Dwrapper.pid=28123
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[8] : -Dwrapper.version=3.5.26
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[9] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[10] : -Dwrapper.arch=x86
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[11] : -Dwrapper.service=TRUE
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[13] : -Dwrapper.jvmid=1
INFO   | wrapper  | 2014/12/11 11:10:06 |   Command[14] : com.sample.Main
ERROR  | wrapper  | 2014/12/11 11:10:06 | JVM exited while loading the application.
INFO   | jvm 1    | 2014/12/11 11:10:06 | Hola Mundo
STATUS | wrapper  | 2014/12/11 11:10:10 | Launching a JVM...
INFO   | wrapper  | 2014/12/11 11:10:10 | Java Command Line:
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[0] : /usr/lib/jvm/java-7-oracle/bin/java
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[2] : -classpath
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[3] : ../lib/wrapper.jar:../../bin
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[4] : -Dwrapper.key=3JN1By9IBN80YvFZ
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[5] : -Dwrapper.port=32000
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[6] : -Dwrapper.disable_console_input=TRUE
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[7] : -Dwrapper.pid=28123
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[8] : -Dwrapper.version=3.5.26
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[9] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[10] : -Dwrapper.arch=x86
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[11] : -Dwrapper.service=TRUE
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[13] : -Dwrapper.jvmid=2
INFO   | wrapper  | 2014/12/11 11:10:10 |   Command[14] : com.sample.Main
ERROR  | wrapper  | 2014/12/11 11:10:10 | JVM exited while loading the application.
INFO   | jvm 2    | 2014/12/11 11:10:10 | Hola Mundo
STATUS | wrapper  | 2014/12/11 11:10:15 | Launching a JVM...
INFO   | wrapper  | 2014/12/11 11:10:15 | Java Command Line:
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[0] : /usr/lib/jvm/java-7-oracle/bin/java
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[2] : -classpath
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[3] : ../lib/wrapper.jar:../../bin
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[4] : -Dwrapper.key=3HIWQJWTyMdf8qSb
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[5] : -Dwrapper.port=32000
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[6] : -Dwrapper.disable_console_input=TRUE
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[7] : -Dwrapper.pid=28123
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[8] : -Dwrapper.version=3.5.26
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[9] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[10] : -Dwrapper.arch=x86
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[11] : -Dwrapper.service=TRUE
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[13] : -Dwrapper.jvmid=3
INFO   | wrapper  | 2014/12/11 11:10:15 |   Command[14] : com.sample.Main
ERROR  | wrapper  | 2014/12/11 11:10:15 | JVM exited while loading the application.
INFO   | jvm 3    | 2014/12/11 11:10:15 | Hola Mundo
STATUS | wrapper  | 2014/12/11 11:10:19 | Launching a JVM...
INFO   | wrapper  | 2014/12/11 11:10:19 | Java Command Line:
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[0] : /usr/lib/jvm/java-7-oracle/bin/java
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[2] : -classpath
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[3] : ../lib/wrapper.jar:../../bin
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[4] : -Dwrapper.key=7DdJanpL8yL42p25
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[5] : -Dwrapper.port=32000
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[6] : -Dwrapper.disable_console_input=TRUE
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[7] : -Dwrapper.pid=28123
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[8] : -Dwrapper.version=3.5.26
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[9] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[10] : -Dwrapper.arch=x86
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[11] : -Dwrapper.service=TRUE
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[13] : -Dwrapper.jvmid=4
INFO   | wrapper  | 2014/12/11 11:10:19 |   Command[14] : com.sample.Main
ERROR  | wrapper  | 2014/12/11 11:10:20 | JVM exited while loading the application.
INFO   | jvm 4    | 2014/12/11 11:10:20 | Hola Mundo
STATUS | wrapper  | 2014/12/11 11:10:24 | Launching a JVM...
INFO   | wrapper  | 2014/12/11 11:10:24 | Java Command Line:
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[0] : /usr/lib/jvm/java-7-oracle/bin/java
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[1] : -Djava.library.path=../lib
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[2] : -classpath
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[3] : ../lib/wrapper.jar:../../bin
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[4] : -Dwrapper.key=4L-UtWM-GZfOn5_v
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[5] : -Dwrapper.port=32000
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[6] : -Dwrapper.disable_console_input=TRUE
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[7] : -Dwrapper.pid=28123
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[8] : -Dwrapper.version=3.5.26
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[9] : -Dwrapper.native_library=wrapper
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[10] : -Dwrapper.arch=x86
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[11] : -Dwrapper.service=TRUE
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[12] : -Dwrapper.cpu.timeout=10
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[13] : -Dwrapper.jvmid=5
INFO   | wrapper  | 2014/12/11 11:10:24 |   Command[14] : com.sample.Main
ERROR  | wrapper  | 2014/12/11 11:10:24 | JVM exited while loading the application.
INFO   | jvm 5    | 2014/12/11 11:10:24 | Hola Mundo
FATAL  | wrapper  | 2014/12/11 11:10:24 | There were 5 failed launches in a row, each lasting less than 300 seconds.  Giving up.
FATAL  | wrapper  | 2014/12/11 11:10:24 |   There may be a configuration problem: please check the logs.
STATUS | wrapper  | 2014/12/11 11:10:24 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/12/11 11:59:40 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/12/11 11:59:40 | Java Service Wrapper Community Edition 64-bit 3.5.26
STATUS | wrapper  | 2014/12/11 11:59:40 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/12/11 11:59:40 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/12/11 11:59:40 | 
STATUS | wrapper  | 2014/12/11 11:59:41 | Launching a JVM...
INFO   | jvm 1    | 2014/12/11 11:59:41 | WrapperManager: Initializing...
INFO   | jvm 1    | 2014/12/11 11:59:41 | DemoApp: Initializing...
INFO   | jvm 1    | 2014/12/11 11:59:41 | Demo: start()
INFO   | jvm 1    | 2014/12/11 11:59:41 | Demo: Showing dialog...
STATUS | wrapper  | 2014/12/11 11:59:41 | --> Wrapper Started as Console
STATUS | wrapper  | 2014/12/11 11:59:41 | Java Service Wrapper Community Edition 64-bit 3.5.26
STATUS | wrapper  | 2014/12/11 11:59:41 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/12/11 11:59:41 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/12/11 11:59:41 | 
STATUS | wrapper  | 2014/12/11 11:59:42 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 11:59:42 | JVM exited while loading the application.
INFO   | jvm 1    | 2014/12/11 11:59:42 | Error: Could not find or load main class org.tanukisoftware.wrapper.demo.DemoApp
STATUS | wrapper  | 2014/12/11 11:59:46 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 11:59:46 | JVM exited while loading the application.
INFO   | jvm 2    | 2014/12/11 11:59:46 | Error: Could not find or load main class org.tanukisoftware.wrapper.demo.DemoApp
STATUS | wrapper  | 2014/12/11 11:59:51 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 11:59:51 | JVM exited while loading the application.
INFO   | jvm 3    | 2014/12/11 11:59:51 | Error: Could not find or load main class org.tanukisoftware.wrapper.demo.DemoApp
INFO   | jvm 1    | 2014/12/11 11:59:51 | Stopping...
INFO   | jvm 1    | 2014/12/11 11:59:52 | Demo: stop(0)
STATUS | wrapper  | 2014/12/11 11:59:54 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/12/11 12:00:19 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/12/11 12:00:19 | Java Service Wrapper Community Edition 64-bit 3.5.26
STATUS | wrapper  | 2014/12/11 12:00:19 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/12/11 12:00:19 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/12/11 12:00:19 | 
STATUS | wrapper  | 2014/12/11 12:00:19 | Launching a JVM...
INFO   | jvm 1    | 2014/12/11 12:00:19 | WrapperManager: Initializing...
INFO   | jvm 1    | 2014/12/11 12:00:19 | DemoApp: Initializing...
INFO   | jvm 1    | 2014/12/11 12:00:20 | Demo: start()
INFO   | jvm 1    | 2014/12/11 12:00:20 | Demo: Showing dialog...
STATUS | wrapper  | 2014/12/11 12:00:20 | --> Wrapper Started as Console
STATUS | wrapper  | 2014/12/11 12:00:20 | Java Service Wrapper Community Edition 64-bit 3.5.26
STATUS | wrapper  | 2014/12/11 12:00:20 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/12/11 12:00:20 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/12/11 12:00:20 | 
STATUS | wrapper  | 2014/12/11 12:00:20 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 12:00:20 | JVM exited while loading the application.
INFO   | jvm 1    | 2014/12/11 12:00:20 | Error: Could not find or load main class com.sample.DemoApp
STATUS | wrapper  | 2014/12/11 12:00:25 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 12:00:25 | JVM exited while loading the application.
INFO   | jvm 2    | 2014/12/11 12:00:25 | Error: Could not find or load main class com.sample.DemoApp
INFO   | jvm 1    | 2014/12/11 12:00:27 | Stopping...
INFO   | jvm 1    | 2014/12/11 12:00:28 | Demo: stop(0)
STATUS | wrapper  | 2014/12/11 12:00:29 | Launching a JVM...
STATUS | wrapper  | 2014/12/11 12:00:30 | <-- Wrapper Stopped
ERROR  | wrapper  | 2014/12/11 12:00:29 | JVM exited while loading the application.
INFO   | jvm 3    | 2014/12/11 12:00:29 | Error: Could not find or load main class com.sample.DemoApp
STATUS | wrapper  | 2014/12/11 12:01:02 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/12/11 12:01:02 | Java Service Wrapper Community Edition 64-bit 3.5.26
STATUS | wrapper  | 2014/12/11 12:01:02 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/12/11 12:01:02 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/12/11 12:01:02 | 
STATUS | wrapper  | 2014/12/11 12:01:02 | Launching a JVM...
INFO   | jvm 1    | 2014/12/11 12:01:03 | WrapperManager: Initializing...
INFO   | jvm 1    | 2014/12/11 12:01:03 | DemoApp: Initializing...
INFO   | jvm 1    | 2014/12/11 12:01:03 | Demo: start()
INFO   | jvm 1    | 2014/12/11 12:01:03 | Demo: Showing dialog...
STATUS | wrapper  | 2014/12/11 12:01:03 | --> Wrapper Started as Console
STATUS | wrapper  | 2014/12/11 12:01:03 | Java Service Wrapper Community Edition 64-bit 3.5.26
STATUS | wrapper  | 2014/12/11 12:01:03 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/12/11 12:01:03 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/12/11 12:01:03 | 
STATUS | wrapper  | 2014/12/11 12:01:03 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 12:01:03 | JVM exited while loading the application.
INFO   | jvm 1    | 2014/12/11 12:01:03 | Exception in thread "main" java.lang.NoClassDefFoundError: org/tanukisoftware/wrapper/WrapperListener
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.lang.ClassLoader.defineClass1(Native Method)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.lang.ClassLoader.defineClass(ClassLoader.java:800)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader.defineClass(URLClassLoader.java:449)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader.access$100(URLClassLoader.java:71)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at sun.launcher.LauncherHelper.checkAndLoadMain(LauncherHelper.java:482)
INFO   | jvm 1    | 2014/12/11 12:01:03 | Caused by: java.lang.ClassNotFoundException: org.tanukisoftware.wrapper.WrapperListener
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:366)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 1    | 2014/12/11 12:01:03 | 	... 13 more
STATUS | wrapper  | 2014/12/11 12:01:08 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 12:01:08 | JVM exited while loading the application.
INFO   | jvm 2    | 2014/12/11 12:01:08 | Exception in thread "main" java.lang.NoClassDefFoundError: org/tanukisoftware/wrapper/WrapperListener
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.lang.ClassLoader.defineClass1(Native Method)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.lang.ClassLoader.defineClass(ClassLoader.java:800)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader.defineClass(URLClassLoader.java:449)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader.access$100(URLClassLoader.java:71)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at sun.launcher.LauncherHelper.checkAndLoadMain(LauncherHelper.java:482)
INFO   | jvm 2    | 2014/12/11 12:01:08 | Caused by: java.lang.ClassNotFoundException: org.tanukisoftware.wrapper.WrapperListener
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:366)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 2    | 2014/12/11 12:01:08 | 	... 13 more
STATUS | wrapper  | 2014/12/11 12:01:12 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 12:01:12 | JVM exited while loading the application.
INFO   | jvm 3    | 2014/12/11 12:01:12 | Exception in thread "main" java.lang.NoClassDefFoundError: org/tanukisoftware/wrapper/WrapperListener
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.lang.ClassLoader.defineClass1(Native Method)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.lang.ClassLoader.defineClass(ClassLoader.java:800)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader.defineClass(URLClassLoader.java:449)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader.access$100(URLClassLoader.java:71)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at sun.launcher.LauncherHelper.checkAndLoadMain(LauncherHelper.java:482)
INFO   | jvm 3    | 2014/12/11 12:01:12 | Caused by: java.lang.ClassNotFoundException: org.tanukisoftware.wrapper.WrapperListener
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:366)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 3    | 2014/12/11 12:01:12 | 	... 13 more
STATUS | wrapper  | 2014/12/11 12:01:17 | Launching a JVM...
ERROR  | wrapper  | 2014/12/11 12:01:17 | JVM exited while loading the application.
INFO   | jvm 4    | 2014/12/11 12:01:17 | Exception in thread "main" java.lang.NoClassDefFoundError: org/tanukisoftware/wrapper/WrapperListener
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.lang.ClassLoader.defineClass1(Native Method)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.lang.ClassLoader.defineClass(ClassLoader.java:800)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:142)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.net.URLClassLoader.defineClass(URLClassLoader.java:449)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.net.URLClassLoader.access$100(URLClassLoader.java:71)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:361)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:355)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:354)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:425)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:308)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:358)
INFO   | jvm 4    | 2014/12/11 12:01:17 | 	at sun.launcher.LauncherHelper.checkAndLoadMain(LauncherHelper.java:482)
